School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,241,,,Homeless Students,White,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,818,Young homeless children served by McKinney-Vento,37,,,Homeless Students,,,Age birth through 5 (not kindergarten),,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,1433,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,67,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,647,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307710,Seattle School District No. 1,,,655,Homeless Students Enrolled,39,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,185,,,Homeless Students,All Students in LEA,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,3,,,Homeless Students,American Indian or Alaska Native,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,3,,,Homeless Students,Asian,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,33,,,Homeless Students,Black or African American,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,50,,,Homeless Students,Children with one or more disabilities (IDEA),,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,62,,,Homeless Students,English Learner,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,80,,,Homeless Students,Hispanic/Latino,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,4,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,16,,,Homeless Students,Two or more races,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,13,,,Homeless Students,Unaccompanied Youth,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,46,,,Homeless Students,White,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,144,,,Homeless Students,,Doubled-up,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,6,,,Homeless Students,,Hotels/motels,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,32,,,Homeless Students,,Shelters transitional housing,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5307920,Shoreline School District,,,655,Homeless Students Enrolled,3,,,Homeless Students,,Unsheltered,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,41,,,Homeless Students,All Students in LEA,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Asian,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Black or African American,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,13,,,Homeless Students,Children with one or more disabilities (IDEA),,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,13,,,Homeless Students,English Learner,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,13,,,Homeless Students,Hispanic/Latino,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,5,,,Homeless Students,Two or more races,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Unaccompanied Youth,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,21,,,Homeless Students,White,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,27,,,Homeless Students,,Doubled-up,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,7,,,Homeless Students,,Shelters transitional housing,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308040,Snoqualmie Valley School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,5,,,Homeless Students,All Students in LEA,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,Asian,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,Black or African American,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,Children with one or more disabilities (IDEA),,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,English Learner,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,Hispanic/Latino,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,Two or more races,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,Unaccompanied Youth,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,White,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,4,,,Homeless Students,,Doubled-up,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Shelters transitional housing,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300343,Summit Public School: Atlas,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,7,,,Homeless Students,All Students in LEA,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Kindergarten through 12th grade,,,
2018-2019,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Children with one or more disabilities (IDEA),,,,,
2018-2019,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,14,,,Homeless Students,,Doubled-up,,,,
2018-2019,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,English Learner,,,,,
2018-2019,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,,,,
2018-2019,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,,,,
2018-2019,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,"Shelters, transitional housing, or awaiting foster care",,,,
2018-2019,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,14,,,Homeless Students,All Students,,,,,
2018-2019,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Unaccompanied Youth,,,,,
2018-2019,WASHINGTON,5307110,Rainier School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,Asian,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,4,,,Homeless Students,Black or African American,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,Children with one or more disabilities (IDEA),,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,3,,,Homeless Students,English Learner,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,Hispanic/Latino,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,Two or more races,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,Unaccompanied Youth,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,White,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,6,,,Homeless Students,,Doubled-up,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Shelters transitional housing,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5300334,Summit Public School: Sierra,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,59,,,Homeless Students,All Students in LEA,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,3,,,Homeless Students,Asian,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,9,,,Homeless Students,Black or African American,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,10,,,Homeless Students,Children with one or more disabilities (IDEA),,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,5,,,Homeless Students,English Learner,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,13,,,Homeless Students,Hispanic/Latino,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,15,,,Homeless Students,Two or more races,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,6,,,Homeless Students,Unaccompanied Youth,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,18,,,Homeless Students,White,,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,43,,,Homeless Students,,Doubled-up,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Shelters transitional housing,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308760,Tahoma School District,,,655,Homeless Students Enrolled,8,,,Homeless Students,,Unsheltered,Kindergarten through 12th grade,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,182,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,25,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,56,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,17,,,Homeless Students,Children with one or more disabilities (IDEA),,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,66,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,65,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,17,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,15,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,13,,,Homeless Students,White,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,818,Young homeless children served by McKinney-Vento,39,,,Homeless Students,,,Age birth through 5 (not kindergarten),,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,146,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2018-2019,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,439,,,Homeless Students,Children with one or more disabilities (IDEA),,,,,
2018-2019,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,1476,,,Homeless Students,,Doubled-up,,,,
2018-2019,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,190,,,Homeless Students,English Learner,,,,,
2018-2019,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,114,,,Homeless Students,,Hotels/motels,,,,
2018-2019,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,,,,
2018-2019,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,216,,,Homeless Students,,"Shelters, transitional housing, or awaiting foster care",,,,
2018-2019,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,1877,,,Homeless Students,All Students,,,,,
2018-2019,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,289,,,Homeless Students,Unaccompanied Youth,,,,,
2018-2019,WASHINGTON,5308700,Tacoma School District,,,655,Homeless Students Enrolled,71,,,Homeless Students,,Unsheltered,,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,21,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5308130,Tukwila School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,30,,,Homeless Students,All Students in LEA,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,American Indian or Alaska Native,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Asian,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Black or African American,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,7,,,Homeless Students,Children with one or more disabilities (IDEA),,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,6,,,Homeless Students,English Learner,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,12,,,Homeless Students,Hispanic/Latino,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Migratory students,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Native Hawaiian or Other Pacific Islander,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,Two or more races,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,15,,,Homeless Students,Unaccompanied Youth,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,15,,,Homeless Students,White,,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,28,,,Homeless Students,,Doubled-up,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Hotels/motels,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Shelters transitional housing,Pre-K through 12th grade,,,
2020-2021,WASHINGTON,5309300,Vashon Island School District,,,655,Homeless Students Enrolled,S,,,Homeless Students,,Unsheltered,Pre-K through 12th grade,,,
