Year,Grade Level,Topic,Measure,Breakout,Breakout Value,% of students County,CI +/- County,% of students State,CI +/- State
2021,12,Mental Health,Depressive Feelings,Emotional/Learning Disability,Yes,70.10%,5.40%,71.80%,3.80%
2021,12,Mental Health,Depressive Feelings,Others Think I Have Disability,No,35.00%,3.20%,37.20%,2.10%
2021,12,Mental Health,Depressive Feelings,Others Think I Have Disability,Yes,69.20%,6.20%,68.50%,4.40%
2021,12,Mental Health,Depressive Feelings,Physical Activity Limited by Disability,No,38.10%,3.10%,39.60%,2.00%
2021,12,Mental Health,Depressive Feelings,Physical Activity Limited by Disability,Yes,65.70%,7.90%,65.60%,5.70%
2021,12,Mental Health,Depressive Feelings,Migrant Status,Non-migrant,42.60%,2.10%,44.20%,1.40%
2021,12,Mental Health,Depressive Feelings,Migrant Status,Migrant,46.70%,8.90%,50.50%,5.60%
2021,12,Mental Health,Depressive Feelings,Military Parents,Non-militrary,40.70%,3.10%,41.50%,2.20%
2021,12,Mental Health,Depressive Feelings,Military Parents,Military,48.70%,9.10%,46.50%,4.30%
2021,12,Mental Health,Depressive Feelings,Lost Home Due to Finances,No,42.90%,2.10%,44.50%,1.40%
2021,12,Mental Health,Depressive Feelings,Lost Home Due to Finances,Yes,46.00%,13.80%,55.60%,8.10%
2021,12,Mental Health,Depressive Feelings,Not Enough Money for Food in Past Year,No,41.60%,2.10%,42.80%,1.40%
2021,12,Mental Health,Depressive Feelings,Not Enough Money for Food in Past Year,Yes,72.20%,8.50%,70.10%,4.60%
2021,12,Mental Health,Contemplation of Suicide,Grades in School,Mostly A's,16.80%,2.00%,16.20%,1.50%
2021,12,Mental Health,Contemplation of Suicide,Grades in School,Mostly B's,22.60%,3.90%,19.80%,2.20%
2021,12,Mental Health,Contemplation of Suicide,Grades in School,Mostly C's,30.50%,5.70%,24.90%,2.90%
2021,12,Mental Health,Contemplation of Suicide,Grades in School,Mostly D's/F's,36.80%,8.90%,33.80%,4.10%
2021,12,Mental Health,Contemplation of Suicide,Gender Identity,Male,14.30%,2.10%,14.70%,1.40%
2021,12,Mental Health,Contemplation of Suicide,Gender Identity,Female,21.50%,2.60%,21.80%,1.80%
2021,12,Mental Health,Contemplation of Suicide,Gender Identity,Transgender,50.00%,23.10%,57.90%,15.70%
2021,12,Mental Health,Contemplation of Suicide,Sexual Orientation,Heterosexual,13.90%,1.70%,14.20%,1.20%
2021,12,Mental Health,Contemplation of Suicide,Sexual Orientation,Gay or Lesbian,36.80%,9.70%,36.60%,7.40%
2021,12,Mental Health,Contemplation of Suicide,Sexual Orientation,Bisexual,38.70%,5.70%,39.50%,3.70%
2021,12,Mental Health,Contemplation of Suicide,Sexual Orientation,Questioning,28.80%,7.70%,32.60%,6.00%
2021,12,Mental Health,Contemplation of Suicide,Race/Ethnicity,Native American,40.00%,30.40%,21.00%,10.10%
2021,12,Mental Health,Contemplation of Suicide,Race/Ethnicity,Asian,17.80%,3.80%,18.90%,3.90%
2021,12,Mental Health,Contemplation of Suicide,Race/Ethnicity,Black,24.00%,8.40%,24.60%,7.50%
2021,12,Mental Health,Contemplation of Suicide,Race/Ethnicity,Hispanic,13.40%,5.30%,14.50%,2.30%
2021,12,Mental Health,Contemplation of Suicide,Race/Ethnicity,Pacific Islander,7.70%,14.50%,12.30%,8.50%
2021,12,Mental Health,Contemplation of Suicide,Race/Ethnicity,White,20.50%,2.30%,20.80%,1.60%
2021,12,Mental Health,Contemplation of Suicide,Race/Ethnicity,Multi-race,24.60%,4.40%,25.50%,3.00%
2021,12,Mental Health,Contemplation of Suicide,Academic  Failure,Low Risk,18.70%,3.00%,17.10%,2.10%
2021,12,Mental Health,Contemplation of Suicide,Academic  Failure,High Risk,25.00%,4.10%,25.10%,2.50%
2021,12,Mental Health,Contemplation of Suicide,Low Commitment to School,Low Risk,13.20%,3.00%,13.30%,2.00%
2021,12,Mental Health,Contemplation of Suicide,Low Commitment to School,High Risk,27.30%,3.60%,26.70%,2.30%
2021,12,Mental Health,Contemplation of Suicide,Poor Family Management,Low Risk,19.20%,2.70%,17.50%,1.70%
2021,12,Mental Health,Contemplation of Suicide,Poor Family Management,High Risk,27.10%,5.20%,31.20%,3.70%
2021,12,Mental Health,Contemplation of Suicide,Favorable Attitudes Toward Drug Use,Low Risk,18.80%,3.30%,16.90%,2.00%
2021,12,Mental Health,Contemplation of Suicide,Favorable Attitudes Toward Drug Use,High Risk,22.80%,3.50%,25.60%,2.50%
2021,12,Mental Health,Contemplation of Suicide,Peers Attitudes Favorable Towards Drug Use,Low Risk,16.10%,3.00%,16.40%,1.90%
2021,12,Mental Health,Contemplation of Suicide,Peers Attitudes Favorable Towards Drug Use,High Risk,26.50%,3.80%,27.50%,2.80%
2021,12,Mental Health,Contemplation of Suicide,Any Disability,No,11.50%,2.30%,12.50%,1.60%
2021,12,Mental Health,Contemplation of Suicide,Any Disability,Yes,36.50%,5.00%,37.30%,3.50%
2021,12,Mental Health,Contemplation of Suicide,Physical Disability,No,18.30%,2.40%,18.40%,1.60%
2021,12,Mental Health,Contemplation of Suicide,Physical Disability,Yes,33.30%,8.30%,31.60%,5.50%
2021,12,Mental Health,Contemplation of Suicide,Emotional/Learning Disability,No,12.90%,2.30%,14.00%,1.50%
2021,12,Mental Health,Contemplation of Suicide,Emotional/Learning Disability,Yes,40.90%,5.80%,41.20%,4.20%
2021,12,Mental Health,Contemplation of Suicide,Others Think I Have Disability,No,14.50%,2.30%,15.70%,1.60%
2021,12,Mental Health,Contemplation of Suicide,Others Think I Have Disability,Yes,42.70%,6.70%,39.90%,4.70%
2021,12,Mental Health,Contemplation of Suicide,Physical Activity Limited by Disability,No,17.20%,2.40%,17.80%,1.60%
2021,12,Mental Health,Contemplation of Suicide,Physical Activity Limited by Disability,Yes,39.30%,8.10%,37.30%,5.80%
2021,12,Mental Health,Contemplation of Suicide,Migrant Status,Non-migrant,20.20%,1.70%,20.20%,1.10%
2021,12,Mental Health,Contemplation of Suicide,Migrant Status,Migrant,24.60%,7.60%,23.60%,4.80%
2021,12,Mental Health,Contemplation of Suicide,Military Parents,Non-militrary,19.00%,2.50%,18.50%,1.70%
2021,12,Mental Health,Contemplation of Suicide,Military Parents,Military,26.10%,8.00%,24.80%,3.70%
2021,12,Mental Health,Contemplation of Suicide,Lost Home Due to Finances,No,20.50%,1.70%,20.10%,1.10%
2021,12,Mental Health,Contemplation of Suicide,Lost Home Due to Finances,Yes,22.00%,11.50%,30.80%,7.60%
2021,12,Mental Health,Contemplation of Suicide,Not Enough Money for Food in Past Year,No,19.20%,1.70%,18.60%,1.10%
2021,12,Mental Health,Contemplation of Suicide,Not Enough Money for Food in Past Year,Yes,45.40%,9.40%,42.40%,5.00%
2021,12,Mental Health,Plan to Attempt Suicide,Grades in School,Mostly A's,9.30%,2.20%,9.80%,1.70%
2021,12,Mental Health,Plan to Attempt Suicide,Grades in School,Mostly B's,14.60%,4.50%,16.40%,2.80%
2021,12,Mental Health,Plan to Attempt Suicide,Grades in School,Mostly C's,22.60%,7.10%,19.50%,3.70%
2021,12,Mental Health,Plan to Attempt Suicide,Grades in School,Mostly D's/F's,30.20%,12.40%,25.30%,5.40%
2021,12,Mental Health,Plan to Attempt Suicide,Gender Identity,Male,9.10%,2.40%,10.70%,1.70%
2021,12,Mental Health,Plan to Attempt Suicide,Gender Identity,Female,12.50%,2.90%,15.60%,2.10%
2021,12,Mental Health,Plan to Attempt Suicide,Sexual Orientation,Heterosexual,8.40%,1.90%,9.80%,1.40%
2021,12,Mental Health,Plan to Attempt Suicide,Sexual Orientation,Gay or Lesbian,27.90%,13.40%,25.90%,9.30%
2021,12,Mental Health,Plan to Attempt Suicide,Sexual Orientation,Bisexual,25.90%,7.40%,31.00%,5.00%
2021,12,Mental Health,Plan to Attempt Suicide,Sexual Orientation,Questioning,12.90%,8.40%,23.70%,7.70%
2021,12,Mental Health,Plan to Attempt Suicide,Race/Ethnicity,Asian,14.00%,4.90%,16.80%,5.20%
2021,12,Mental Health,Plan to Attempt Suicide,Race/Ethnicity,Black,19.60%,10.90%,22.00%,10.60%
2021,12,Mental Health,Plan to Attempt Suicide,Race/Ethnicity,Hispanic,12.20%,7.50%,12.20%,3.00%
2021,12,Mental Health,Plan to Attempt Suicide,Race/Ethnicity,White,11.40%,2.60%,14.20%,1.90%
2021,12,Mental Health,Plan to Attempt Suicide,Race/Ethnicity,Multi-race,14.60%,5.00%,16.80%,3.70%
2021,12,Mental Health,Plan to Attempt Suicide,Any Disability,No,6.40%,1.80%,9.10%,1.30%
2021,12,Mental Health,Plan to Attempt Suicide,Any Disability,Yes,25.80%,4.50%,28.70%,3.30%
2021,12,Mental Health,Plan to Attempt Suicide,Physical Disability,No,12.50%,2.10%,13.90%,1.40%
2021,12,Mental Health,Plan to Attempt Suicide,Physical Disability,Yes,17.90%,6.80%,22.90%,5.00%
2021,12,Mental Health,Plan to Attempt Suicide,Emotional/Learning Disability,No,7.90%,1.90%,10.10%,1.30%
2021,12,Mental Health,Plan to Attempt Suicide,Emotional/Learning Disability,Yes,28.10%,5.30%,32.50%,4.00%
2021,12,Mental Health,Plan to Attempt Suicide,Others Think I Have Disability,No,9.20%,1.90%,11.60%,1.40%
2021,12,Mental Health,Plan to Attempt Suicide,Others Think I Have Disability,Yes,29.40%,6.20%,30.90%,4.40%
2021,12,Mental Health,Plan to Attempt Suicide,Physical Activity Limited by Disability,No,10.80%,2.00%,13.20%,1.40%
2021,12,Mental Health,Plan to Attempt Suicide,Physical Activity Limited by Disability,Yes,29.30%,7.60%,29.30%,5.50%
2021,12,Mental Health,Plan to Attempt Suicide,Migrant Status,Non-migrant,12.80%,2.00%,14.70%,1.40%
2021,12,Mental Health,Plan to Attempt Suicide,Migrant Status,Migrant,16.90%,9.60%,16.10%,5.90%
2021,12,Mental Health,Plan to Attempt Suicide,Military Parents,Non-militrary,12.30%,2.10%,12.90%,1.50%
2021,12,Mental Health,Plan to Attempt Suicide,Military Parents,Military,19.10%,7.20%,22.00%,3.60%
2021,12,Mental Health,Plan to Attempt Suicide,Lost Home Due to Finances,No,13.00%,2.00%,14.60%,1.40%
2021,12,Mental Health,Plan to Attempt Suicide,Lost Home Due to Finances,Yes,16.00%,14.40%,18.90%,8.90%
2021,12,Mental Health,Plan to Attempt Suicide,Not Enough Money for Food in Past Year,No,12.20%,2.00%,13.50%,1.40%
2021,12,Mental Health,Plan to Attempt Suicide,Not Enough Money for Food in Past Year,Yes,28.60%,11.90%,31.40%,6.90%
2021,12,Mental Health,Attempted Suicide,Grades in School,Mostly A's,3.80%,1.40%,4.30%,1.20%
2021,12,Mental Health,Attempted Suicide,Grades in School,Mostly B's,6.10%,3.10%,6.30%,1.90%
2021,12,Mental Health,Attempted Suicide,Grades in School,Mostly C's,10.50%,5.20%,9.30%,2.70%
2021,12,Mental Health,Attempted Suicide,Grades in School,Mostly D's/F's,18.90%,10.50%,12.90%,4.10%
2021,12,Mental Health,Attempted Suicide,Gender Identity,Male,3.50%,1.60%,4.10%,1.10%
2021,12,Mental Health,Attempted Suicide,Gender Identity,Female,5.50%,2.00%,7.20%,1.50%
2021,12,Mental Health,Attempted Suicide,Sexual Orientation,Heterosexual,3.50%,1.30%,3.90%,0.90%
2021,12,Mental Health,Attempted Suicide,Sexual Orientation,Gay or Lesbian,14.00%,10.40%,11.90%,6.90%
2021,12,Mental Health,Attempted Suicide,Sexual Orientation,Bisexual,12.60%,5.60%,14.60%,3.80%
2021,12,Mental Health,Attempted Suicide,Sexual Orientation,Questioning,8.10%,6.80%,13.60%,6.20%
2021,12,Mental Health,Attempted Suicide,Race/Ethnicity,Asian,4.70%,3.00%,5.00%,3.00%
2021,12,Mental Health,Attempted Suicide,Race/Ethnicity,Black,11.80%,8.90%,11.90%,8.30%
2021,12,Mental Health,Attempted Suicide,Race/Ethnicity,Hispanic,6.80%,5.70%,7.20%,2.40%
2021,12,Mental Health,Attempted Suicide,Race/Ethnicity,White,4.80%,1.80%,5.70%,1.20%
2021,12,Mental Health,Attempted Suicide,Race/Ethnicity,Multi-race,6.80%,3.60%,8.40%,2.70%
2021,12,Mental Health,Attempted Suicide,Any Disability,No,2.50%,1.10%,3.30%,0.80%
2021,12,Mental Health,Attempted Suicide,Any Disability,Yes,12.10%,3.40%,14.60%,2.50%
2021,12,Mental Health,Attempted Suicide,Physical Disability,No,5.30%,1.40%,6.00%,1.00%
2021,12,Mental Health,Attempted Suicide,Physical Disability,Yes,10.60%,5.40%,12.40%,3.90%
2021,12,Mental Health,Attempted Suicide,Emotional/Learning Disability,No,3.50%,1.30%,3.80%,0.80%
2021,12,Mental Health,Attempted Suicide,Emotional/Learning Disability,Yes,12.80%,4.00%,17.00%,3.20%
2021,12,Mental Health,Attempted Suicide,Others Think I Have Disability,No,3.30%,1.20%,4.80%,0.90%
2021,12,Mental Health,Attempted Suicide,Others Think I Have Disability,Yes,16.70%,5.10%,15.90%,3.50%
2021,12,Mental Health,Attempted Suicide,Physical Activity Limited by Disability,No,4.30%,1.30%,5.70%,1.00%
2021,12,Mental Health,Attempted Suicide,Physical Activity Limited by Disability,Yes,17.10%,6.30%,14.50%,4.20%
2021,12,Mental Health,Attempted Suicide,Migrant Status,Non-migrant,5.60%,1.40%,6.30%,1.00%
2021,12,Mental Health,Attempted Suicide,Migrant Status,Migrant,11.90%,8.30%,12.70%,5.30%
2021,12,Mental Health,Attempted Suicide,Military Parents,Non-militrary,5.30%,1.40%,5.70%,1.00%
2021,12,Mental Health,Attempted Suicide,Military Parents,Military,10.40%,5.60%,10.60%,2.70%
2021,12,Mental Health,Attempted Suicide,Lost Home Due to Finances,No,5.80%,1.40%,6.70%,1.00%
2021,12,Mental Health,Attempted Suicide,Lost Home Due to Finances,Yes,8.00%,10.70%,4.10%,4.50%
2021,12,Mental Health,Attempted Suicide,Not Enough Money for Food in Past Year,No,5.00%,1.30%,6.10%,1.00%
2021,12,Mental Health,Attempted Suicide,Not Enough Money for Food in Past Year,Yes,21.40%,10.80%,12.70%,5.00%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Grades in School,Mostly A's,46.5%,2.7%,44.2%,1.7%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Grades in School,Mostly B's,38.8%,2.9%,35.2%,1.8%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Grades in School,Mostly C's,33.7%,5.2%,34.4%,3.0%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Grades in School,Mostly D's/F's,31.7%,8.3%,27.4%,4.7%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Gender Identity,Male,39.9%,2.4%,38.2%,1.5%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Gender Identity,Female,42.6%,2.5%,38.9%,1.5%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Race/Ethnicity,Native American,41.9%,9.4%,37.4%,5.2%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Race/Ethnicity,Asian,41.7%,4.2%,39.9%,3.5%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Race/Ethnicity,Black,47.4%,7.1%,41.5%,4.7%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Race/Ethnicity,Hispanic,42.3%,5.5%,36.8%,2.6%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Race/Ethnicity,Pacific Islander,25.5%,12.5%,38.8%,7.3%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Race/Ethnicity,White,39.7%,3.3%,39.7%,2.1%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Race/Ethnicity,Multi-race,40.5%,4.9%,37.5%,3.0%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Academic  Failure,Low Risk,45.0%,2.4%,43.2%,1.6%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Academic  Failure,High Risk,35.0%,2.8%,32.2%,1.6%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Low Commitment to School,Low Risk,57.9%,2.6%,55.4%,1.7%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Low Commitment to School,High Risk,27.1%,2.1%,26.2%,1.3%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Peers Attitudes Favorable Towards Drug Use,Low Risk,44.3%,2.0%,42.2%,1.3%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Peers Attitudes Favorable Towards Drug Use,High Risk,26.5%,3.8%,27.3%,2.2%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Migrant Status,Non-migrant,41.9%,1.8%,38.7%,1.2%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Migrant Status,Migrant,35.7%,5.4%,36.8%,2.9%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Military Parents,Non-militrary,41.2%,1.9%,38.6%,1.2%
2021,6,School Risk and Protective Factors,Rewards for Prosocial Involvement (SRPF),Military Parents,Military,41.4%,4.5%,38.1%,2.3%
2021,6,School Risk and Protective Factors,Academic Failure,Grades in School,Mostly A's,17.7%,2.1%,21.6%,1.5%
2021,6,School Risk and Protective Factors,Academic Failure,Grades in School,Mostly B's,44.5%,3.0%,46.4%,1.9%
2021,6,School Risk and Protective Factors,Academic Failure,Grades in School,Mostly C's,95.5%,2.3%,94.5%,1.4%
2021,6,School Risk and Protective Factors,Academic Failure,Grades in School,Mostly D's/F's,100.0%,0.0%,100.0%,0.0%
2021,6,School Risk and Protective Factors,Academic Failure,Gender Identity,Male,36.0%,2.5%,42.7%,1.6%
2021,6,School Risk and Protective Factors,Academic Failure,Gender Identity,Female,44.0%,2.7%,46.8%,1.6%
2021,6,School Risk and Protective Factors,Academic Failure,Race/Ethnicity,Native American,38.9%,9.8%,48.6%,5.5%
2021,6,School Risk and Protective Factors,Academic Failure,Race/Ethnicity,Asian,33.4%,4.2%,37.8%,3.6%
2021,6,School Risk and Protective Factors,Academic Failure,Race/Ethnicity,Black,48.1%,7.2%,45.8%,4.8%
2021,6,School Risk and Protective Factors,Academic Failure,Race/Ethnicity,Hispanic,59.6%,5.7%,57.5%,2.8%
2021,6,School Risk and Protective Factors,Academic Failure,Race/Ethnicity,Pacific Islander,65.0%,14.8%,60.1%,7.6%
2021,6,School Risk and Protective Factors,Academic Failure,Race/Ethnicity,White,34.0%,3.4%,35.5%,2.2%
2021,6,School Risk and Protective Factors,Academic Failure,Race/Ethnicity,Multi-race,36.8%,5.0%,44.3%,3.2%
2021,6,School Risk and Protective Factors,Academic Failure,Academic  Failure,High Risk,100.0%,0.0%,100.0%,0.0%
2021,6,School Risk and Protective Factors,Academic Failure,Low Commitment to School,Low Risk,29.2%,2.5%,33.4%,1.7%
2021,6,School Risk and Protective Factors,Academic Failure,Low Commitment to School,High Risk,48.6%,2.5%,53.2%,1.5%
2021,6,School Risk and Protective Factors,Academic Failure,Peers Attitudes Favorable Towards Drug Use,Low Risk,36.3%,2.1%,40.7%,1.4%
2021,6,School Risk and Protective Factors,Academic Failure,Peers Attitudes Favorable Towards Drug Use,High Risk,50.8%,4.5%,54.1%,2.5%
2021,6,School Risk and Protective Factors,Academic Failure,Migrant Status,Non-migrant,39.1%,1.9%,43.9%,1.2%
2021,6,School Risk and Protective Factors,Academic Failure,Migrant Status,Migrant,47.1%,5.9%,52.0%,3.1%
2021,6,School Risk and Protective Factors,Academic Failure,Military Parents,Non-militrary,39.8%,2.0%,44.7%,1.3%
2021,6,School Risk and Protective Factors,Academic Failure,Military Parents,Military,40.5%,4.6%,45.9%,2.4%
2021,6,School Risk and Protective Factors,Low Commitment to School Scale,Grades in School,Mostly A's,44.3%,2.6%,48.1%,1.7%
2021,6,School Risk and Protective Factors,Low Commitment to School Scale,Grades in School,Mostly B's,59.9%,2.9%,61.6%,1.8%
2021,6,School Risk and Protective Factors,Low Commitment to School Scale,Grades in School,Mostly C's,71.7%,5.0%,71.5%,2.8%
2021,6,School Risk and Protective Factors,Low Commitment to School Scale,Grades in School,Mostly D's/F's,73.2%,7.8%,76.1%,4.4%
2021,6,School Risk and Protective Factors,Low Commitment to School Scale,Gender Identity,Male,55.4%,2.4%,58.7%,1.5%
2021,6,School Risk and Protective Factors,Low Commitment to School Scale,Gender Identity,Female,52.9%,2.5%,57.2%,1.5%
2021,6,School Risk and Protective Factors,Low Commitment to School Scale,Race/Ethnicity,Native American,52.7%,9.3%,61.3%,5.1%
2021,6,School Risk and Protective Factors,Low Commitment to School Scale,Race/Ethnicity,Asian,48.2%,4.2%,51.4%,3.5%
2021,6,School Risk and Protective Factors,Low Commitment to School Scale,Race/Ethnicity,Black,57.1%,6.9%,62.3%,4.5%
2021,6,School Risk and Protective Factors,Low Commitment to School Scale,Race/Ethnicity,Hispanic,55.2%,5.4%,57.6%,2.6%
2021,6,School Risk and Protective Factors,Low Commitment to School Scale,Race/Ethnicity,Pacific Islander,48.9%,14.3%,57.1%,7.3%
